sequence_id,segment_id,start_timestamp,end_timestamp,start_event_id,end_event_id,event_count,lstm_malicious_probability,lstm_prediction,lstm_prediction_label,lstm_threshold
1311,scored_log,1778300286.639000,1778300286.715000,21808,21857,50,0.00013537703,0,benign,0.5
1312,scored_log,1778300286.648000,1778300286.823000,21818,21867,50,8.64966e-05,0,benign,0.5
1313,scored_log,1778300286.656000,1778300286.825000,21828,21877,50,0.00016568754,0,benign,0.5
1314,scored_log,1778300286.664000,1778300286.927000,21838,21887,50,0.00014146234,0,benign,0.5
1315,scored_log,1778300286.665000,1778300286.935000,21848,21897,50,0.00018309926,0,benign,0.5
1316,scored_log,1778300286.715000,1778300286.977000,21858,21907,50,8.340803e-05,0,benign,0.5
1317,scored_log,1778300286.823000,1778300286.992000,21868,21917,50,7.497109e-05,0,benign,0.5
1318,scored_log,1778300286.825000,1778300287.001000,21878,21927,50,7.68881e-05,0,benign,0.5
1319,scored_log,1778300286.927000,1778300287.011000,21888,21937,50,0.00013868677,0,benign,0.5
1320,scored_log,1778300286.935000,1778300287.021000,21898,21947,50,9.070763e-05,0,benign,0.5
1321,scored_log,1778300286.977000,1778300287.030000,21908,21957,50,5.2553052e-05,0,benign,0.5
1322,scored_log,1778300286.994000,1778300287.039000,21918,21967,50,7.0710776e-05,0,benign,0.5
1323,scored_log,1778300287.002000,1778300287.045000,21928,21977,50,0.0013741434,0,benign,0.5
1324,scored_log,1778300287.012000,1778300287.100000,21938,21987,50,0.00024469456,0,benign,0.5
1325,scored_log,1778300287.022000,1778300287.104000,21948,21997,50,0.00012275368,0,benign,0.5
1326,scored_log,1778300287.030000,1778300287.120000,21958,22007,50,0.00014170926,0,benign,0.5
1327,scored_log,1778300287.040000,1778300287.221000,21968,22017,50,0.00012952939,0,benign,0.5
1328,scored_log,1778300287.045000,1778300287.229000,21978,22027,50,0.00014599059,0,benign,0.5
1329,scored_log,1778300287.102000,1778300287.269000,21988,22037,50,0.00014759663,0,benign,0.5
1330,scored_log,1778300287.104000,1778300287.271000,21998,22047,50,7.2022376e-05,0,benign,0.5
1331,scored_log,1778300287.120000,1778300287.291000,22008,22057,50,3.982835e-05,0,benign,0.5
1332,scored_log,1778300287.221000,1778300287.305000,22018,22066,50,0.00010520672,0,benign,0.5
1333,scored_log,1778300287.229000,1778300287.315000,22028,22077,50,6.965429e-05,0,benign,0.5
1334,scored_log,1778300287.270000,1778300287.328000,22038,22087,50,9.6783886e-05,0,benign,0.5
1335,scored_log,1778300287.271000,1778300287.335000,22048,22097,50,4.9862007e-05,0,benign,0.5
1336,scored_log,1778300287.292000,1778300287.345000,22058,22107,50,4.7433212e-05,0,benign,0.5
1337,scored_log,1778300287.305000,1778300287.348000,22067,22117,50,0.00013203279,0,benign,0.5
1338,scored_log,1778300287.319000,1778300287.398000,22078,22127,50,0.00049490575,0,benign,0.5
1339,scored_log,1778300287.329000,1778300287.400000,22088,22137,50,0.00013422073,0,benign,0.5
1340,scored_log,1778300287.336000,1778300287.412000,22098,22147,50,0.0024723855,0,benign,0.5
1341,scored_log,1778300287.346000,1778300287.419000,22108,22157,50,0.00012331447,0,benign,0.5
1342,scored_log,1778300287.348000,1778300287.425000,22118,22167,50,0.0007221767,0,benign,0.5
1343,scored_log,1778300287.398000,1778300287.430000,22128,22177,50,0.0018445214,0,benign,0.5
1344,scored_log,1778300287.400000,1778300287.437000,22138,22187,50,0.0034101186,0,benign,0.5
1345,scored_log,1778300287.413000,1778300287.447000,22148,22197,50,0.9982462,1,malicious,0.5
1346,scored_log,1778300287.419000,1778300287.454000,22158,22207,50,0.99962497,1,malicious,0.5
1347,scored_log,1778300287.427000,1778300287.465000,22168,22217,50,0.9995115,1,malicious,0.5
1348,scored_log,1778300287.431000,1778300287.477000,22178,22227,50,0.9994235,1,malicious,0.5
1349,scored_log,1778300287.438000,1778300287.484000,22188,22237,50,0.99949145,1,malicious,0.5
1350,scored_log,1778300287.447000,1778300287.493000,22198,22247,50,0.99962103,1,malicious,0.5
1351,scored_log,1778300287.455000,1778300287.534000,22208,22257,50,0.9994536,1,malicious,0.5
1352,scored_log,1778300287.466000,1778300287.534000,22218,22267,50,0.99973756,1,malicious,0.5
1353,scored_log,1778300287.477000,1778300287.542000,22228,22277,50,0.998577,1,malicious,0.5
1354,scored_log,1778300287.484000,1778300287.584000,22238,22287,50,0.9978046,1,malicious,0.5
1355,scored_log,1778300287.493000,1778300287.597000,22248,22297,50,0.9568432,1,malicious,0.5
1356,scored_log,1778300287.534000,1778300287.609000,22258,22307,50,7.918069e-05,0,benign,0.5
1357,scored_log,1778300287.534000,1778300287.622000,22268,22317,50,0.0001470883,0,benign,0.5
1358,scored_log,1778300287.571000,1778300287.636000,22278,22327,50,0.00014513364,0,benign,0.5
1359,scored_log,1778300287.584000,1778300287.644000,22288,22337,50,4.563395e-05,0,benign,0.5
1360,scored_log,1778300287.597000,1778300287.655000,22298,22347,50,7.121268e-05,0,benign,0.5
1361,scored_log,1778300287.610000,1778300287.659000,22308,22357,50,0.00011174596,0,benign,0.5
1362,scored_log,1778300287.623000,1778300287.711000,22318,22367,50,0.000118546275,0,benign,0.5
1363,scored_log,1778300287.637000,1778300287.713000,22328,22377,50,0.00012978345,0,benign,0.5
1364,scored_log,1778300287.644000,1778300287.728000,22338,22387,50,0.00012228392,0,benign,0.5
1365,scored_log,1778300287.656000,1778300287.840000,22348,22397,50,0.00012731129,0,benign,0.5
1366,scored_log,1778300287.660000,1778300287.848000,22358,22407,50,0.00020010713,0,benign,0.5
1367,scored_log,1778300287.712000,1778300287.890000,22368,22417,50,0.00015050195,0,benign,0.5
1368,scored_log,1778300287.713000,1778300287.891000,22378,22427,50,8.3182604e-05,0,benign,0.5
1369,scored_log,1778300287.728000,1778300287.909000,22388,22437,50,6.137157e-05,0,benign,0.5
1370,scored_log,1778300287.840000,1778300287.920000,22398,22447,50,0.0001145038,0,benign,0.5
1371,scored_log,1778300287.848000,1778300287.934000,22408,22457,50,9.026756e-05,0,benign,0.5
1372,scored_log,1778300287.891000,1778300287.943000,22418,22467,50,7.694612e-05,0,benign,0.5
1373,scored_log,1778300287.891000,1778300287.951000,22428,22477,50,4.8856476e-05,0,benign,0.5
1374,scored_log,1778300287.911000,1778300287.958000,22438,22487,50,5.8967657e-05,0,benign,0.5
1375,scored_log,1778300287.921000,1778300287.961000,22448,22497,50,0.0001124387,0,benign,0.5
1376,scored_log,1778300287.934000,1778300288.024000,22458,22507,50,8.111811e-05,0,benign,0.5
1377,scored_log,1778300287.944000,1778300288.041000,22468,22517,50,5.8923193e-05,0,benign,0.5
1378,scored_log,1778300287.952000,1778300288.156000,22478,22527,50,0.00010169614,0,benign,0.5
1379,scored_log,1778300287.959000,1778300288.156000,22488,22537,50,0.00019677088,0,benign,0.5
1380,scored_log,1778300287.961000,1778300288.165000,22498,22547,50,0.00042067646,0,benign,0.5
1381,scored_log,1778300288.024000,1778300288.211000,22508,22557,50,7.306257e-05,0,benign,0.5
1382,scored_log,1778300288.041000,1778300288.223000,22518,22567,50,6.418811e-05,0,benign,0.5
1383,scored_log,1778300288.156000,1778300288.233000,22528,22577,50,7.926062e-05,0,benign,0.5
1384,scored_log,1778300288.156000,1778300288.244000,22538,22587,50,0.00014923226,0,benign,0.5
1385,scored_log,1778300288.198000,1778300288.259000,22548,22597,50,0.00014576774,0,benign,0.5
1386,scored_log,1778300288.211000,1778300288.266000,22558,22607,50,4.0566985e-05,0,benign,0.5
1387,scored_log,1778300288.223000,1778300288.278000,22568,22617,50,7.270159e-05,0,benign,0.5
1388,scored_log,1778300288.235000,1778300288.283000,22578,22627,50,0.0001119231,0,benign,0.5
1389,scored_log,1778300288.245000,1778300288.333000,22588,22637,50,0.00035903853,0,benign,0.5
1390,scored_log,1778300288.260000,1778300288.343000,22598,22647,50,0.00014046967,0,benign,0.5
1391,scored_log,1778300288.267000,1778300288.373000,22608,22657,50,0.00011289229,0,benign,0.5
1392,scored_log,1778300288.279000,1778300288.480000,22618,22667,50,0.00016434836,0,benign,0.5
1393,scored_log,1778300288.283000,1778300288.488000,22628,22677,50,0.00013859516,0,benign,0.5
1394,scored_log,1778300288.337000,1778300288.528000,22638,22687,50,0.00094158377,0,benign,0.5
1395,scored_log,1778300288.344000,1778300288.530000,22648,22697,50,0.000110933026,0,benign,0.5
1396,scored_log,1778300288.375000,1778300288.540000,22658,22707,50,4.2596457e-05,0,benign,0.5
1397,scored_log,1778300288.480000,1778300288.553000,22668,22717,50,0.0001183914,0,benign,0.5
1398,scored_log,1778300288.488000,1778300288.566000,22678,22727,50,7.5323595e-05,0,benign,0.5
1399,scored_log,1778300288.529000,1778300288.577000,22688,22737,50,0.00010265448,0,benign,0.5
1400,scored_log,1778300288.530000,1778300288.584000,22698,22747,50,3.917374e-05,0,benign,0.5
1401,scored_log,1778300288.543000,1778300288.595000,22708,22757,50,4.8751248e-05,0,benign,0.5
1402,scored_log,1778300288.554000,1778300288.598000,22718,22767,50,0.00028985643,0,benign,0.5
1403,scored_log,1778300288.567000,1778300288.654000,22728,22777,50,0.00017137584,0,benign,0.5
1404,scored_log,1778300288.578000,1778300288.655000,22738,22787,50,0.00018685238,0,benign,0.5
1405,scored_log,1778300288.585000,1778300288.676000,22748,22797,50,0.000114894036,0,benign,0.5
1406,scored_log,1778300288.595000,1778300288.782000,22758,22807,50,0.00016234197,0,benign,0.5
1407,scored_log,1778300288.598000,1778300288.789000,22768,22817,50,0.00022451118,0,benign,0.5
1408,scored_log,1778300288.654000,1778300288.832000,22778,22827,50,0.00012622435,0,benign,0.5
1409,scored_log,1778300288.670000,1778300288.832000,22788,22837,50,9.103736e-05,0,benign,0.5
1410,scored_log,1778300288.676000,1778300288.847000,22798,22847,50,7.704119e-05,0,benign,0.5
1411,scored_log,1778300288.782000,1778300288.859000,22808,22857,50,0.00012498365,0,benign,0.5
1412,scored_log,1778300288.789000,1778300288.875000,22818,22867,50,9.933908e-05,0,benign,0.5
1413,scored_log,1778300288.832000,1778300288.886000,22828,22877,50,5.9462374e-05,0,benign,0.5
1414,scored_log,1778300288.832000,1778300288.895000,22838,22887,50,6.0494345e-05,0,benign,0.5
1415,scored_log,1778300288.847000,1778300288.904000,22848,22897,50,7.352947e-05,0,benign,0.5
1416,scored_log,1778300288.861000,1778300288.906000,22858,22907,50,0.00013611432,0,benign,0.5
1417,scored_log,1778300288.876000,1778300288.969000,22868,22917,50,0.00014120842,0,benign,0.5
1418,scored_log,1778300288.888000,1778300288.986000,22878,22927,50,6.657518e-05,0,benign,0.5
1419,scored_log,1778300288.897000,1778300288.989000,22888,22937,50,0.00013942094,0,benign,0.5
1420,scored_log,1778300288.904000,1778300289.095000,22898,22947,50,0.00014465892,0,benign,0.5
1421,scored_log,1778300288.906000,1778300289.103000,22908,22957,50,0.0002489079,0,benign,0.5
1422,scored_log,1778300288.969000,1778300289.145000,22918,22967,50,7.797559e-05,0,benign,0.5
1423,scored_log,1778300288.986000,1778300289.155000,22928,22977,50,5.5253055e-05,0,benign,0.5
1424,scored_log,1778300289.094000,1778300289.164000,22938,22987,50,6.9138114e-05,0,benign,0.5
1425,scored_log,1778300289.095000,1778300289.177000,22948,22997,50,9.2959854e-05,0,benign,0.5
1426,scored_log,1778300289.103000,1778300289.190000,22958,23007,50,8.714659e-05,0,benign,0.5
1427,scored_log,1778300289.145000,1778300289.200000,22968,23017,50,5.0399147e-05,0,benign,0.5
1428,scored_log,1778300289.156000,1778300289.210000,22978,23027,50,9.6044336e-05,0,benign,0.5
1429,scored_log,1778300289.165000,1778300289.215000,22988,23037,50,0.00016732678,0,benign,0.5
1430,scored_log,1778300289.178000,1778300289.260000,22998,23047,50,0.00023434419,0,benign,0.5
1431,scored_log,1778300289.191000,1778300289.278000,23008,23057,50,0.0003220187,0,benign,0.5
1432,scored_log,1778300289.200000,1778300289.282000,23018,23066,50,0.0015553649,0,benign,0.5
1433,scored_log,1778300289.211000,1778300289.302000,23028,23077,50,0.0001574181,0,benign,0.5
1434,scored_log,1778300289.215000,1778300289.307000,23038,23087,50,0.00015670226,0,benign,0.5
1435,scored_log,1778300289.273000,1778300289.415000,23048,23097,50,0.00016538479,0,benign,0.5
1436,scored_log,1778300289.279000,1778300289.424000,23076,23107,50,0.00022275506,0,benign,0.5
1437,scored_log,1778300289.282000,1778300289.466000,23067,23117,50,0.00012691203,0,benign,0.5
1438,scored_log,1778300289.304000,1778300289.467000,23078,23127,50,9.1050984e-05,0,benign,0.5
1439,scored_log,1778300289.307000,1778300289.483000,23088,23137,50,7.701975e-05,0,benign,0.5
1440,scored_log,1778300289.415000,1778300289.495000,23098,23146,50,0.00013124676,0,benign,0.5
1441,scored_log,1778300289.424000,1778300289.509000,23108,23157,50,9.7779724e-05,0,benign,0.5
1442,scored_log,1778300289.466000,1778300289.521000,23118,23167,50,7.868444e-05,0,benign,0.5
1443,scored_log,1778300289.467000,1778300289.529000,23128,23177,50,5.8520905e-05,0,benign,0.5
1444,scored_log,1778300289.486000,1778300289.538000,23138,23187,50,7.3547984e-05,0,benign,0.5
1445,scored_log,1778300289.497000,1778300289.540000,23148,23197,50,0.00013614145,0,benign,0.5
1446,scored_log,1778300289.511000,1778300289.592000,23158,23207,50,0.00013534192,0,benign,0.5
1447,scored_log,1778300289.522000,1778300289.637000,23168,23217,50,8.711419e-05,0,benign,0.5
1448,scored_log,1778300289.531000,1778300289.640000,23178,23227,50,0.00016568105,0,benign,0.5
1449,scored_log,1778300289.538000,1778300289.743000,23188,23237,50,0.00014148108,0,benign,0.5
1450,scored_log,1778300289.540000,1778300289.751000,23198,23247,50,0.0001831183,0,benign,0.5
1451,scored_log,1778300289.592000,1778300289.793000,23208,23257,50,8.34015e-05,0,benign,0.5
1452,scored_log,1778300289.637000,1778300289.802000,23218,23267,50,7.5263706e-05,0,benign,0.5
1453,scored_log,1778300289.640000,1778300289.812000,23228,23277,50,7.6995515e-05,0,benign,0.5
1454,scored_log,1778300289.743000,1778300289.823000,23238,23287,50,0.00014732187,0,benign,0.5
1455,scored_log,1778300289.751000,1778300289.834000,23248,23297,50,9.2102906e-05,0,benign,0.5
1456,scored_log,1778300289.793000,1778300289.844000,23258,23307,50,6.370296e-05,0,benign,0.5
1457,scored_log,1778300289.803000,1778300289.854000,23268,23317,50,6.9224145e-05,0,benign,0.5
1458,scored_log,1778300289.814000,1778300289.862000,23278,23327,50,0.0013684168,0,benign,0.5
1459,scored_log,1778300289.824000,1778300289.916000,23288,23337,50,0.00024524436,0,benign,0.5
1460,scored_log,1778300289.836000,1778300289.925000,23298,23347,50,0.000496793,0,benign,0.5
1461,scored_log,1778300289.845000,1778300290.097000,23308,23357,50,8.376543e-05,0,benign,0.5
1462,scored_log,1778300289.854000,1778300290.206000,23318,23367,50,0.00013630628,0,benign,0.5
1463,scored_log,1778300289.862000,1778300290.214000,23328,23377,50,0.00015881147,0,benign,0.5
1464,scored_log,1778300289.917000,1778300290.244000,23338,23387,50,0.00043178725,0,benign,0.5
1465,scored_log,1778300289.925000,1778300290.257000,23348,23397,50,9.588063e-05,0,benign,0.5
1466,scored_log,1778300290.097000,1778300290.268000,23358,23407,50,7.424887e-05,0,benign,0.5
1467,scored_log,1778300290.206000,1778300290.279000,23368,23417,50,8.159453e-05,0,benign,0.5
1468,scored_log,1778300290.214000,1778300290.290000,23378,23427,50,9.057365e-05,0,benign,0.5
1469,scored_log,1778300290.255000,1778300290.305000,23388,23437,50,7.71514e-05,0,benign,0.5
1470,scored_log,1778300290.257000,1778300290.313000,23398,23447,50,3.7247042e-05,0,benign,0.5
1471,scored_log,1778300290.268000,1778300290.325000,23408,23457,50,8.215143e-05,0,benign,0.5
1472,scored_log,1778300290.280000,1778300290.330000,23418,23467,50,0.00011202069,0,benign,0.5
1473,scored_log,1778300290.291000,1778300290.384000,23428,23477,50,0.00013802436,0,benign,0.5
1474,scored_log,1778300290.306000,1778300290.399000,23438,23487,50,8.662206e-05,0,benign,0.5
1475,scored_log,1778300290.314000,1778300290.403000,23448,23497,50,0.0001652839,0,benign,0.5
1476,scored_log,1778300290.325000,1778300290.504000,23458,23507,50,0.00014139814,0,benign,0.5
1477,scored_log,1778300290.330000,1778300290.513000,23468,23517,50,0.00018301338,0,benign,0.5
1478,scored_log,1778300290.384000,1778300290.555000,23478,23527,50,8.339069e-05,0,benign,0.5
1479,scored_log,1778300290.399000,1778300290.564000,23488,23537,50,7.526615e-05,0,benign,0.5
1480,scored_log,1778300290.403000,1778300290.573000,23498,23547,50,7.701005e-05,0,benign,0.5
1481,scored_log,1778300290.504000,1778300290.585000,23508,23557,50,0.0001501479,0,benign,0.5
1482,scored_log,1778300290.513000,1778300290.599000,23518,23567,50,9.22922e-05,0,benign,0.5
1483,scored_log,1778300290.555000,1778300290.610000,23528,23577,50,6.373681e-05,0,benign,0.5
1484,scored_log,1778300290.564000,1778300290.618000,23538,23587,50,6.917241e-05,0,benign,0.5
1485,scored_log,1778300290.575000,1778300290.624000,23548,23597,50,0.0013725437,0,benign,0.5
1486,scored_log,1778300290.586000,1778300290.678000,23558,23607,50,0.00024524762,0,benign,0.5
1487,scored_log,1778300290.600000,1778300290.684000,23568,23617,50,0.0004606237,0,benign,0.5
1488,scored_log,1778300290.610000,1778300290.699000,23578,23627,50,8.203987e-05,0,benign,0.5
1489,scored_log,1778300290.619000,1778300290.805000,23588,23637,50,0.00013619299,0,benign,0.5
1490,scored_log,1778300290.624000,1778300290.813000,23598,23647,50,0.00015872534,0,benign,0.5
1491,scored_log,1778300290.680000,1778300290.842000,23608,23657,50,0.0004318243,0,benign,0.5
1492,scored_log,1778300290.684000,1778300290.855000,23618,23667,50,9.590623e-05,0,benign,0.5
1493,scored_log,1778300290.700000,1778300290.865000,23628,23677,50,7.42818e-05,0,benign,0.5
1494,scored_log,1778300290.805000,1778300290.879000,23638,23687,50,8.166802e-05,0,benign,0.5
1495,scored_log,1778300290.813000,1778300290.891000,23648,23697,50,0.00010714166,0,benign,0.5
1496,scored_log,1778300290.854000,1778300290.904000,23658,23707,50,7.8086756e-05,0,benign,0.5
1497,scored_log,1778300290.855000,1778300290.911000,23668,23717,50,3.7296446e-05,0,benign,0.5
1498,scored_log,1778300290.866000,1778300290.923000,23678,23727,50,8.2285886e-05,0,benign,0.5
1499,scored_log,1778300290.880000,1778300290.927000,23688,23737,50,0.00011184276,0,benign,0.5
1500,scored_log,1778300290.892000,1778300290.978000,23698,23747,50,0.00013194066,0,benign,0.5
1501,scored_log,1778300290.905000,1778300290.989000,23708,23757,50,0.00014657307,0,benign,0.5
1502,scored_log,1778300290.912000,1778300290.995000,23718,23767,50,0.00015462516,0,benign,0.5
1503,scored_log,1778300290.923000,1778300291.096000,23728,23777,50,0.00017541826,0,benign,0.5
1504,scored_log,1778300290.927000,1778300291.105000,23738,23787,50,0.00017959697,0,benign,0.5
1505,scored_log,1778300290.978000,1778300291.147000,23748,23797,50,0.0002995084,0,benign,0.5
1506,scored_log,1778300290.992000,1778300291.148000,23758,23807,50,0.00010486878,0,benign,0.5
1507,scored_log,1778300290.995000,1778300291.167000,23768,23817,50,9.49082e-05,0,benign,0.5
1508,scored_log,1778300291.096000,1778300291.178000,23778,23827,50,9.336674e-05,0,benign,0.5
1509,scored_log,1778300291.105000,1778300291.192000,23788,23837,50,7.466096e-05,0,benign,0.5
1510,scored_log,1778300291.148000,1778300291.202000,23798,23847,50,7.771118e-05,0,benign,0.5
1511,scored_log,1778300291.157000,1778300291.213000,23808,23857,50,6.341736e-05,0,benign,0.5
1512,scored_log,1778300291.168000,1778300291.224000,23818,23867,50,8.927362e-05,0,benign,0.5
1513,scored_log,1778300291.179000,1778300291.225000,23828,23877,50,0.00012172852,0,benign,0.5
1514,scored_log,1778300291.193000,1778300291.276000,23838,23887,50,0.00043538932,0,benign,0.5
1515,scored_log,1778300291.205000,1778300291.290000,23848,23897,50,8.191089e-05,0,benign,0.5
1516,scored_log,1778300291.214000,1778300291.383000,23858,23907,50,0.0021189917,0,benign,0.5
1517,scored_log,1778300291.224000,1778300291.383000,23868,23917,50,0.009601237,0,benign,0.5
1518,scored_log,1778300291.270000,1778300291.385000,23878,23927,50,0.0019597225,0,benign,0.5
1519,scored_log,1778300291.277000,1778300291.389000,23888,23937,50,0.0010629953,0,benign,0.5
1520,scored_log,1778300291.290000,1778300291.394000,23898,23947,50,0.0014705152,0,benign,0.5
1521,scored_log,1778300291.383000,1778300291.399000,23908,23957,50,0.0002432034,0,benign,0.5
1522,scored_log,1778300291.383000,1778300291.405000,23918,23967,50,0.0002039922,0,benign,0.5
1523,scored_log,1778300291.385000,1778300291.439000,23928,23977,50,0.00043921004,0,benign,0.5
1524,scored_log,1778300291.389000,1778300291.452000,23938,23987,50,9.600834e-05,0,benign,0.5
1525,scored_log,1778300291.394000,1778300291.460000,23948,23997,50,7.441942e-05,0,benign,0.5
1526,scored_log,1778300291.399000,1778300291.470000,23958,24007,50,8.176261e-05,0,benign,0.5
1527,scored_log,1778300291.405000,1778300291.482000,23968,24017,50,9.349396e-05,0,benign,0.5
1528,scored_log,1778300291.450000,1778300291.493000,23978,24027,50,7.778256e-05,0,benign,0.5
1529,scored_log,1778300291.452000,1778300291.505000,23988,24037,50,3.7270172e-05,0,benign,0.5
1530,scored_log,1778300291.460000,1778300291.516000,23998,24047,50,8.2106555e-05,0,benign,0.5
1531,scored_log,1778300291.472000,1778300291.520000,24008,24057,50,0.00011180033,0,benign,0.5
1532,scored_log,1778300291.483000,1778300291.569000,24018,24067,50,0.011725859,0,benign,0.5
1533,scored_log,1778300291.494000,1778300291.571000,24028,24077,50,0.00016324742,0,benign,0.5
1534,scored_log,1778300291.506000,1778300293.404000,24038,24087,50,0.005335231,0,benign,0.5
1535,scored_log,1778300291.516000,1778300293.404000,24048,24097,50,0.0114638405,0,benign,0.5
1536,scored_log,1778300291.520000,1778300293.406000,24058,24107,50,0.009929221,0,benign,0.5
1537,scored_log,1778300291.569000,1778300293.408000,24068,24117,50,0.0029010368,0,benign,0.5
1538,scored_log,1778300291.572000,1778300293.410000,24078,24127,50,0.0013306767,0,benign,0.5
1539,scored_log,1778300293.404000,1778300293.410000,24088,24137,50,0.0007436072,0,benign,0.5
1540,scored_log,1778300293.404000,1778300293.410000,24098,24147,50,0.0010566557,0,benign,0.5
1541,scored_log,1778300293.406000,1778300293.413000,24108,24157,50,0.00092180417,0,benign,0.5
1542,scored_log,1778300293.408000,1778300293.415000,24118,24167,50,0.0010403552,0,benign,0.5
1543,scored_log,1778300293.410000,1778300293.421000,24128,24177,50,0.00081395195,0,benign,0.5
1544,scored_log,1778300293.410000,1778300293.424000,24138,24187,50,0.0011963882,0,benign,0.5
1545,scored_log,1778300293.410000,1778300293.426000,24148,24197,50,0.00077703316,0,benign,0.5
1546,scored_log,1778300293.413000,1778300293.426000,24158,24207,50,0.00078420964,0,benign,0.5
1547,scored_log,1778300293.415000,1778300294.433000,24168,24217,50,0.0044190767,0,benign,0.5
1548,scored_log,1778300293.422000,1778300294.433000,24178,24227,50,0.008292743,0,benign,0.5
1549,scored_log,1778300293.425000,1778300294.435000,24188,24237,50,0.0068132593,0,benign,0.5
1550,scored_log,1778300293.426000,1778300294.444000,24198,24247,50,0.00035997367,0,benign,0.5
1551,scored_log,1778300293.426000,1778300297.462000,24208,24257,50,0.011950148,0,benign,0.5
1552,scored_log,1778300294.433000,1778300297.463000,24218,24267,50,0.013924027,0,benign,0.5
1553,scored_log,1778300294.433000,1778300297.465000,24228,24277,50,0.0151319085,0,benign,0.5
1554,scored_log,1778300294.435000,1778300297.467000,24238,24287,50,0.0006627107,0,benign,0.5
1555,scored_log,1778300294.446000,1778300297.468000,24248,24297,50,0.00030876315,0,benign,0.5
1556,scored_log,1778300297.462000,1778300297.468000,24258,24307,50,0.00028987357,0,benign,0.5
1557,scored_log,1778300297.463000,1778300297.468000,24268,24317,50,0.00029757718,0,benign,0.5
1558,scored_log,1778300297.465000,1778300297.468000,24278,24327,50,0.00030742137,0,benign,0.5
1559,scored_log,1778300297.468000,1778300297.468000,24288,24337,50,0.00030940436,0,benign,0.5
1560,scored_log,1778300297.468000,1778300297.468000,24298,24347,50,0.00030940288,0,benign,0.5
1561,scored_log,1778300297.468000,1778300297.468000,24308,24357,50,0.00030940288,0,benign,0.5
1562,scored_log,1778300297.468000,1778300297.468000,24318,24367,50,0.00030940288,0,benign,0.5
1563,scored_log,1778300297.468000,1778300297.468000,24328,24377,50,0.00030940288,0,benign,0.5
1564,scored_log,1778300297.468000,1778300297.477000,24338,24387,50,0.00022730806,0,benign,0.5
1565,scored_log,1778300297.468000,1778300300.484000,24348,24397,50,0.00037250912,0,benign,0.5
1566,scored_log,1778300297.468000,1778300300.489000,24358,24407,50,0.0001539681,0,benign,0.5
1567,scored_log,1778300297.468000,1778300302.493000,24368,24417,50,0.004743018,0,benign,0.5
1568,scored_log,1778300297.468000,1778300302.494000,24378,24427,50,0.0083650295,0,benign,0.5
1569,scored_log,1778300297.477000,1778300302.496000,24388,24437,50,0.0025005774,0,benign,0.5
1570,scored_log,1778300300.484000,1778300307.549000,24398,24447,50,0.008974378,0,benign,0.5
1571,scored_log,1778300302.491000,1778300307.549000,24408,24457,50,0.018682715,0,benign,0.5
1572,scored_log,1778300302.493000,1778300307.551000,24418,24467,50,0.0030970385,0,benign,0.5
1573,scored_log,1778300302.494000,1778300307.556000,24428,24477,50,0.0016122782,0,benign,0.5
1574,scored_log,1778300302.496000,1778300307.562000,24438,24487,50,0.001439256,0,benign,0.5
1575,scored_log,1778300307.549000,1778300307.569000,24448,24497,50,0.0016842297,0,benign,0.5
1576,scored_log,1778300307.549000,1778300307.574000,24458,24507,50,0.0017875521,0,benign,0.5
1577,scored_log,1778300307.552000,1778300307.580000,24468,24517,50,0.0017976466,0,benign,0.5
1578,scored_log,1778300307.556000,1778300309.588000,24478,24527,50,0.006280815,0,benign,0.5
1579,scored_log,1778300307.562000,1778300309.588000,24488,24537,50,0.011287031,0,benign,0.5
1580,scored_log,1778300307.569000,1778300309.588000,24498,24547,50,0.012455289,0,benign,0.5
1581,scored_log,1778300307.574000,1778300309.595000,24508,24557,50,0.0038116863,0,benign,0.5
1582,scored_log,1778300307.580000,1778300309.601000,24518,24567,50,0.0022304815,0,benign,0.5
1583,scored_log,1778300309.588000,1778300310.684000,24528,24577,50,0.000575178,0,benign,0.5
1584,scored_log,1778300309.588000,1778300311.783000,24538,24587,50,0.0058050854,0,benign,0.5
1585,scored_log,1778300309.589000,1778300311.783000,24548,24597,50,0.0094548855,0,benign,0.5
1586,scored_log,1778300309.595000,1778300311.785000,24558,24607,50,0.009196691,0,benign,0.5
1587,scored_log,1778300309.662000,1778300311.794000,24568,24617,50,0.0009892224,0,benign,0.5
1588,scored_log,1778300310.684000,1778300312.011000,24578,24627,50,0.001727522,0,benign,0.5
1589,scored_log,1778300311.783000,1778300315.033000,24588,24637,50,0.009327092,0,benign,0.5
1590,scored_log,1778300311.783000,1778300315.033000,24598,24647,50,0.0102444915,0,benign,0.5
1591,scored_log,1778300311.785000,1778300315.034000,24608,24657,50,0.0097175855,0,benign,0.5
1592,scored_log,1778300311.795000,1778300315.039000,24618,24667,50,0.00030757792,0,benign,0.5
1593,scored_log,1778300312.011000,1778300315.049000,24628,24677,50,0.00033320952,0,benign,0.5
1594,scored_log,1778300315.033000,1778300318.054000,24638,24687,50,0.008635356,0,benign,0.5
1595,scored_log,1778300315.033000,1778300318.056000,24648,24697,50,0.00905233,0,benign,0.5
1596,scored_log,1778300315.034000,1778300318.058000,24658,24707,50,0.009983056,0,benign,0.5
1597,scored_log,1778300315.039000,1778300318.062000,24668,24717,50,0.0005741702,0,benign,0.5
