window_id,window_start,window_end,source,event_count,record_count_sum,record_count_mean,path_count_sum,path_count_mean,execve_count,command_count,success_yes_count,success_no_count,unique_syscall_count,unique_primary_type_count,unique_exe_count,unique_comm_count,unique_uid_count,unique_euid_count,unique_auid_count,unique_pid_count,unique_ppid_count,root_uid_count,root_euid_count,unset_auid_count,network_event_count,tmp_path_event_count,home_path_event_count,etc_path_event_count,ssh_path_event_count,root_ssh_path_event_count,var_log_path_event_count,dev_shm_path_event_count,failed_execve_count,syscall_mkdir_count,syscall_openat_count,syscall_execve_count,syscall_fchmodat_count,syscall_connect_count,syscall_unlinkat_count,syscall_setresuid_count,syscall_unlink_count,syscall_rename_count,syscall_setresgid_count,syscall_chmod_count,syscall_missing_count,syscall_sendto_count,syscall_86_count,syscall_126_count,syscall_93_count,syscall_190_count,syscall_setgid_count,syscall_85_count,syscall_88_count,syscall_260_count,syscall_316_count,syscall_setuid_count,syscall_114_count,syscall_113_count,syscall_chown_count,syscall_write_count,syscall_77_count,syscall_91_count,syscall_renameat_count,type_syscall_count,type_user_end_count,type_user_acct_count,type_cred_disp_count,type_user_start_count,type_cred_refr_count,type_user_cmd_count,type_cred_acq_count,type_user_login_count,type_service_start_count,type_service_stop_count,type_daemon_start_count,key_home_activity_count,key_exec_count,key_network_connect_count,key_privilege_transition_count,key_tmp_activity_count,key_download_tool_count,key_null_count,key_missing_count,key_service_control_count,key_shell_exec_count,key_file_destroy_count,key_chmod_change_count,key_owner_change_count,comm_mkdir_count,comm_bash_count,comm_chmod_count,comm_git_count,comm_cp_count,comm_sudo_count,comm_rm_count,comm_cat_count,comm_date_count,comm_sleep_count,comm_curl_count,comm_wget_count,comm_ls_count,comm_ps_count,comm_sshd_count,comm_top_count,comm_tar_count,comm_missing_count,comm_auditctl_count,comm_sed_count,comm_chown_count,comm_seq_count,comm_touch_count,comm_python3_count,comm_gzip_count,comm_systemctl_count,comm_whoami_count,comm_cut_count,comm_sort_count,comm_find_count,comm_tee_count,comm_head_count,comm_sh_count,comm_tr_count,comm_awk_count,comm_du_count,comm_wc_count,comm_jq_count,comm_uniq_count,comm_mv_count,comm_cron_count,comm_shuf_count,comm_dpkg_count,comm_expr_count,comm_grep_count,comm_baseline_worklo_count,comm_egrep_count,comm_landscape_sysin_count,comm_basename_count,comm_sa1_count,exe_mkdir_count,exe_bash_count,exe_chmod_count,exe_git_count,exe_cp_count,exe_sudo_count,exe_rm_count,exe_cat_count,exe_date_count,exe_sleep_count,exe_curl_count,exe_wget_count,exe_ls_count,exe_ps_count,exe_sshd_count,exe_top_count,exe_tar_count,exe_missing_count,exe_auditctl_count,exe_sed_count,exe_dash_count,exe_chown_count,exe_python3_12_count,exe_env_count,exe_seq_count,exe_touch_count,exe_gzip_count,exe_systemctl_count,exe_whoami_count,exe_cut_count,exe_sort_count,exe_find_count,exe_tee_count,exe_head_count,exe_tr_count,exe_gawk_count,exe_wc_count,exe_uniq_count,exe_jq_count,exe_du_count,exe_cron_count,exe_mv_count,exe_shuf_count,exe_dpkg_count,exe_systemd_executor_count,exe_expr_count,exe_grep_count,exe_basename_count,exe_vmware_toolbox_cmd_count,exe_getopt_count,label_benign_count,label_malicious_count,label_ambiguous_count,label_unlabeled_count,window_label,iforest_normality_score,iforest_anomaly_score,iforest_is_anomaly
167,1778300503.757,1778300513.757,combined_manual,452,2275,5.033185840707965,816,1.8053097345132745,101,101,370,81,9,2,18,19,2,2,2,101,3,4,4,4,6,0,82,1,0,0,0,0,0,81,262,101,0,2,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,1,0,0,347,100,2,1,0,0,0,1,1,0,0,0,0,87,233,0,0,52,0,2,27,26,4,0,0,0,0,0,0,0,1,0,5,0,1,2,0,0,2,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,233,0,0,52,0,2,27,26,4,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,2,0,2,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,452,unlabeled,0.0640297164175144,-0.0640297164175144,0
168,1778300513.757,1778300523.757,combined_manual,256,1226,4.7890625,391,1.52734375,32,32,133,122,11,2,15,15,2,2,2,34,8,4,4,4,36,9,178,1,0,0,0,0,0,130,46,32,0,12,0,0,12,10,0,7,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,1,0,0,210,26,12,1,0,5,0,1,1,0,0,0,0,120,11,0,91,0,0,0,0,1,5,0,0,0,6,0,5,6,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120,11,0,91,0,0,0,0,1,5,0,0,0,6,0,5,6,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,256,unlabeled,0.0640730794756703,-0.0640730794756703,0
164,1778300473.757,1778300483.757,combined_manual,347,1441,4.152737752161383,365,1.0518731988472625,26,26,229,117,7,2,15,16,2,2,2,26,5,4,4,4,84,0,108,1,0,0,0,0,0,108,5,26,177,28,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,1,0,0,291,24,28,1,0,2,0,1,0,0,0,0,0,116,3,179,0,0,0,0,0,0,4,15,12,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,116,3,179,0,0,0,0,0,0,4,15,12,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,347,unlabeled,0.0664986935004417,-0.0664986935004417,0
183,1778300663.757,1778300673.757,combined_manual,561,2805,5.0,1012,1.803921568627451,100,100,467,93,6,2,15,16,2,2,2,100,2,4,4,4,48,0,89,1,6,0,0,0,0,83,357,100,3,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,1,0,0,443,97,16,1,0,2,0,1,1,0,0,0,0,90,330,6,0,50,0,0,26,25,6,7,6,5,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,330,6,0,50,0,0,26,25,6,7,6,5,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,561,unlabeled,0.0666108381149138,-0.0666108381149138,0
166,1778300493.757,1778300503.757,combined_manual,196,866,4.418367346938775,229,1.1683673469387754,34,34,64,131,5,2,20,21,2,2,2,35,3,4,4,4,99,0,111,1,0,0,0,0,0,110,17,34,0,33,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,1,0,0,127,32,33,1,0,2,0,1,0,0,0,0,0,116,14,0,0,2,0,0,0,1,6,14,12,5,6,0,5,0,1,0,0,0,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,116,14,0,0,2,0,0,0,1,6,14,12,5,6,0,5,0,1,0,0,0,0,1,0,2,0,1,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,196,unlabeled,0.0747868979528463,-0.0747868979528463,0
165,1778300483.757,1778300493.757,combined_manual,202,966,4.782178217821782,299,1.4801980198019802,59,56,106,95,7,2,20,21,2,2,2,55,5,4,4,4,27,20,99,1,6,0,0,0,3,84,34,59,4,9,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,1,0,0,112,56,9,1,20,2,0,1,0,1,0,0,0,90,23,8,0,20,0,20,3,1,5,8,0,0,0,0,0,0,1,0,0,0,1,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,90,23,8,0,20,0,20,3,1,5,8,0,0,0,0,0,0,1,0,0,0,0,3,4,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,202,unlabeled,0.0759359543553784,-0.0759359543553784,0
148,1778300313.757,1778300323.757,combined_manual,156,727,4.660256410256411,214,1.3717948717948718,42,39,60,96,6,1,23,23,2,2,2,40,7,3,3,3,24,0,82,0,0,0,0,0,3,82,20,42,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,103,39,8,0,0,2,0,0,0,1,3,0,0,87,19,2,0,2,0,0,2,2,5,8,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,3,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,87,19,2,0,2,0,0,2,2,5,8,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1,0,3,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,156,unlabeled,0.0764863886734949,-0.0764863886734949,0
154,1778300373.757,1778300383.757,combined_manual,466,2311,4.959227467811159,787,1.6888412017167382,120,120,351,115,6,1,13,13,1,1,1,121,3,0,0,0,66,20,126,0,6,0,0,0,0,110,201,120,3,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,304,118,22,0,20,2,0,0,0,0,0,0,0,119,163,6,0,70,0,20,26,25,6,14,12,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,119,163,6,0,70,0,20,26,25,6,14,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,466,unlabeled,0.0774501297640082,-0.0774501297640082,0
179,1778300623.757,1778300633.757,combined_manual,279,1336,4.788530465949821,421,1.5089605734767024,40,40,148,130,13,2,20,20,2,2,2,42,6,4,4,4,51,9,179,1,0,0,0,0,0,130,53,40,0,17,1,0,12,11,0,7,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,1,0,0,220,33,17,1,0,7,0,1,0,0,0,0,0,120,13,0,91,2,0,2,2,3,6,7,6,0,6,0,5,0,1,0,5,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,13,0,91,2,0,2,2,3,6,7,6,0,6,0,5,0,1,0,5,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,279,unlabeled,0.0804909163723281,-0.0804909163723281,0
182,1778300653.757,1778300663.757,combined_manual,110,482,4.381818181818182,137,1.2454545454545454,17,17,33,75,6,3,11,12,2,2,2,18,4,8,8,8,6,2,81,1,0,0,0,0,0,81,3,17,0,2,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,1,1,0,84,16,2,1,4,0,0,2,1,0,0,0,0,87,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,87,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,110,unlabeled,0.084987500143516,-0.084987500143516,0
173,1778300563.757,1778300573.757,combined_manual,203,950,4.679802955665025,290,1.4285714285714286,49,46,91,111,7,2,18,19,2,2,2,45,4,4,4,4,21,20,118,1,0,0,0,0,3,108,26,49,1,7,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,1,0,0,125,48,7,1,20,0,0,1,0,1,0,0,0,116,17,2,0,20,0,20,1,1,4,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,17,2,0,20,0,20,1,1,4,0,0,5,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,203,unlabeled,0.0867369048693838,-0.0867369048693838,0
161,1778300443.757,1778300453.757,combined_manual,251,1042,4.151394422310757,265,1.0557768924302788,19,19,213,37,7,2,12,13,2,2,2,19,3,4,4,4,45,0,35,1,6,0,0,0,0,29,5,19,180,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,1,0,0,215,18,15,1,0,1,0,1,0,0,0,0,0,32,3,185,0,0,0,0,1,0,3,0,12,0,0,0,0,0,1,0,0,6,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,185,0,0,0,0,1,0,3,0,12,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,251,unlabeled,0.0879364122264854,-0.0879364122264854,0
163,1778300463.757,1778300473.757,combined_manual,177,845,4.7740112994350286,263,1.4858757062146892,46,46,91,85,10,2,17,18,2,2,2,46,5,4,4,4,15,20,92,1,0,0,0,0,0,81,28,46,0,5,11,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,1,0,0,104,46,5,1,20,0,0,1,0,0,0,0,0,87,14,0,0,22,0,22,2,1,4,0,0,0,0,0,0,6,1,0,5,0,1,2,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,14,0,0,22,0,22,2,1,4,0,0,0,0,0,0,6,1,0,5,1,0,0,0,1,2,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,177,unlabeled,0.0887145674511478,-0.0887145674511478,0
172,1778300553.757,1778300563.757,combined_manual,70,298,4.257142857142857,70,1.0,13,13,31,38,5,2,10,11,2,2,2,12,2,4,4,4,69,0,27,1,0,0,0,0,0,27,5,13,0,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,1,0,0,32,11,23,1,0,2,0,1,0,0,0,0,0,29,3,0,0,0,0,0,0,0,4,14,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,4,14,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,70,unlabeled,0.0888550483131704,-0.0888550483131704,0
189,1778300723.757,1778300733.757,combined_manual,5,21,4.2,5,1.0,2,2,4,0,3,2,2,3,1,1,1,1,1,4,4,4,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,unlabeled,0.088869620207357,-0.088869620207357,0
187,1778300703.757,1778300713.757,combined_manual,5,21,4.2,5,1.0,2,2,4,0,3,2,2,3,1,1,1,1,1,4,4,4,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,unlabeled,0.088869620207357,-0.088869620207357,0
188,1778300713.757,1778300723.757,combined_manual,5,21,4.2,5,1.0,2,2,4,0,3,2,2,3,1,1,1,1,1,4,4,4,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,unlabeled,0.088869620207357,-0.088869620207357,0
169,1778300523.757,1778300533.757,combined_manual,99,454,4.585858585858586,126,1.2727272727272727,25,22,31,67,7,2,15,16,2,2,2,20,6,4,4,4,33,0,54,1,0,0,0,0,3,54,5,25,1,11,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,1,0,0,61,24,11,1,0,0,0,1,0,1,0,0,0,58,6,2,0,0,0,0,1,2,3,0,0,5,0,0,0,6,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6,2,0,0,0,0,1,2,3,0,0,5,0,0,0,6,1,0,0,1,0,1,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,99,unlabeled,0.0904152934029138,-0.0904152934029138,0
178,1778300613.757,1778300623.757,combined_manual,119,535,4.495798319327731,150,1.2605042016806722,21,21,35,83,6,2,13,14,2,2,2,20,5,4,4,4,27,0,81,1,0,0,0,0,0,81,5,21,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,1,0,0,87,21,9,1,0,0,0,1,0,0,0,0,0,87,5,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,5,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,119,unlabeled,0.0933672135542001,-0.0933672135542001,0
134,1778300173.757,1778300183.757,combined_manual,254,1314,5.173228346456693,448,1.763779527559055,102,102,198,56,8,1,16,16,1,1,1,103,3,0,0,0,0,0,63,0,6,0,0,0,0,56,89,102,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,152,102,0,0,0,0,0,0,0,0,0,0,0,61,59,6,0,52,0,2,28,26,4,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,59,6,0,52,0,2,28,26,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254,unlabeled,0.0938534781667733,-0.0938534781667733,0
184,1778300673.757,1778300683.757,combined_manual,106,481,4.537735849056604,131,1.2358490566037736,21,21,37,68,5,2,14,15,2,2,2,22,3,4,4,4,51,0,56,1,0,0,0,0,0,56,10,21,0,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,1,0,0,66,19,17,1,0,2,0,1,0,0,0,0,0,58,9,0,0,0,0,0,0,1,5,7,6,0,6,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,0,0,0,0,0,0,1,5,7,6,0,6,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,106,unlabeled,0.1068907385319863,-0.1068907385319863,0
1,1778298843.757,1778298853.757,combined_manual,5,26,5.2,6,1.2,1,1,1,4,2,1,1,1,1,1,1,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,unlabeled,0.1081377497094393,-0.1081377497094393,0
133,1778300163.757,1778300173.757,combined_manual,298,1453,4.875838926174497,477,1.6006711409395973,54,51,172,126,11,1,15,14,1,1,1,52,5,0,0,0,18,29,186,0,0,0,0,0,3,129,65,54,1,6,10,0,12,10,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,218,48,6,0,20,5,0,0,0,1,0,0,0,120,20,2,91,20,0,20,2,2,5,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,20,2,91,20,0,20,2,2,5,0,0,5,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,unlabeled,0.1095999935230193,-0.1095999935230193,0
137,1778300203.757,1778300213.757,combined_manual,152,715,4.703947368421052,214,1.4078947368421053,37,37,63,89,8,1,21,21,1,1,1,39,5,0,0,0,18,0,85,0,0,0,0,0,0,83,22,37,0,6,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,109,37,6,0,0,0,0,0,0,0,0,0,0,87,17,0,0,4,0,2,2,3,5,0,0,0,6,0,5,0,0,0,5,0,2,2,2,1,0,0,1,2,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,87,17,0,0,4,0,2,2,3,5,0,0,0,6,0,5,0,0,0,5,0,0,2,0,2,2,1,0,0,1,2,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,unlabeled,0.1140343951408745,-0.1140343951408745,0
149,1778300323.757,1778300333.757,combined_manual,166,752,4.530120481927711,210,1.2650602409638554,26,26,44,122,5,1,13,13,1,1,1,28,6,0,0,0,54,0,110,0,0,0,0,0,0,110,11,26,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,122,26,18,0,0,0,0,0,0,0,0,0,0,116,11,0,0,0,0,0,0,0,5,0,0,10,6,0,5,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,11,0,0,0,0,0,0,0,5,0,0,10,6,0,5,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,166,unlabeled,0.1172191418526182,-0.1172191418526182,0
155,1778300383.757,1778300393.757,combined_manual,148,692,4.675675675675675,206,1.391891891891892,34,34,59,89,8,1,21,21,1,1,1,36,4,0,0,0,18,0,85,0,0,0,0,0,0,83,21,34,0,6,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,108,34,6,0,0,0,0,0,0,0,0,0,0,87,16,0,0,4,0,2,2,2,4,0,0,0,6,0,5,0,0,0,5,0,2,2,1,1,0,0,1,2,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,87,16,0,0,4,0,2,2,2,4,0,0,0,6,0,5,0,0,0,5,0,0,1,0,2,2,1,0,0,1,2,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,unlabeled,0.1183477591448332,-0.1183477591448332,0
147,1778300303.757,1778300313.757,combined_manual,188,863,4.590425531914893,248,1.319148936170213,38,38,88,100,5,1,11,11,1,1,1,40,3,0,0,0,87,20,93,0,0,0,0,0,0,83,28,38,0,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,101,35,29,0,20,2,0,0,1,0,0,0,0,87,16,0,0,20,0,20,0,0,5,14,12,0,6,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,16,0,0,20,0,20,0,0,5,14,12,0,6,0,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,unlabeled,0.1185516204367723,-0.1185516204367723,0
131,1778300143.757,1778300153.757,combined_manual,143,655,4.580419580419581,183,1.2797202797202798,23,23,40,103,5,1,11,11,1,1,1,26,6,0,0,0,60,0,85,0,0,0,0,0,0,85,14,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,100,23,20,0,0,0,0,0,0,0,0,0,0,87,14,0,0,0,0,0,0,1,4,0,0,5,12,0,10,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,14,0,0,0,0,0,0,1,4,0,0,5,12,0,10,6,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,unlabeled,0.1193579916271159,-0.1193579916271159,0
