window_id,window_start,window_end,source,event_count,record_count_sum,record_count_mean,path_count_sum,path_count_mean,execve_count,command_count,success_yes_count,success_no_count,unique_syscall_count,unique_primary_type_count,unique_exe_count,unique_comm_count,unique_uid_count,unique_euid_count,unique_auid_count,unique_pid_count,unique_ppid_count,root_uid_count,root_euid_count,unset_auid_count,network_event_count,tmp_path_event_count,home_path_event_count,etc_path_event_count,ssh_path_event_count,root_ssh_path_event_count,var_log_path_event_count,dev_shm_path_event_count,failed_execve_count,syscall_mkdir_count,syscall_openat_count,syscall_execve_count,syscall_fchmodat_count,syscall_connect_count,syscall_unlinkat_count,syscall_setresuid_count,syscall_unlink_count,syscall_rename_count,syscall_setresgid_count,syscall_chmod_count,syscall_missing_count,syscall_sendto_count,syscall_86_count,syscall_126_count,syscall_93_count,syscall_190_count,syscall_setgid_count,syscall_85_count,syscall_88_count,syscall_260_count,syscall_316_count,syscall_setuid_count,syscall_114_count,syscall_113_count,syscall_chown_count,syscall_write_count,syscall_77_count,syscall_91_count,syscall_renameat_count,type_syscall_count,type_user_end_count,type_user_acct_count,type_cred_disp_count,type_user_start_count,type_cred_refr_count,type_user_cmd_count,type_cred_acq_count,type_user_login_count,type_service_start_count,type_service_stop_count,type_daemon_start_count,key_home_activity_count,key_exec_count,key_network_connect_count,key_privilege_transition_count,key_tmp_activity_count,key_download_tool_count,key_null_count,key_missing_count,key_service_control_count,key_shell_exec_count,key_file_destroy_count,key_chmod_change_count,key_owner_change_count,comm_mkdir_count,comm_bash_count,comm_chmod_count,comm_git_count,comm_cp_count,comm_sudo_count,comm_rm_count,comm_cat_count,comm_date_count,comm_sleep_count,comm_curl_count,comm_wget_count,comm_ls_count,comm_ps_count,comm_sshd_count,comm_top_count,comm_tar_count,comm_missing_count,comm_auditctl_count,comm_sed_count,comm_chown_count,comm_seq_count,comm_touch_count,comm_python3_count,comm_gzip_count,comm_systemctl_count,comm_whoami_count,comm_cut_count,comm_sort_count,comm_find_count,comm_tee_count,comm_head_count,comm_sh_count,comm_tr_count,comm_awk_count,comm_du_count,comm_wc_count,comm_jq_count,comm_uniq_count,comm_mv_count,comm_cron_count,comm_shuf_count,comm_dpkg_count,comm_expr_count,comm_grep_count,comm_baseline_worklo_count,comm_egrep_count,comm_landscape_sysin_count,comm_basename_count,comm_sa1_count,exe_mkdir_count,exe_bash_count,exe_chmod_count,exe_git_count,exe_cp_count,exe_sudo_count,exe_rm_count,exe_cat_count,exe_date_count,exe_sleep_count,exe_curl_count,exe_wget_count,exe_ls_count,exe_ps_count,exe_sshd_count,exe_top_count,exe_tar_count,exe_missing_count,exe_auditctl_count,exe_sed_count,exe_dash_count,exe_chown_count,exe_python3_12_count,exe_env_count,exe_seq_count,exe_touch_count,exe_gzip_count,exe_systemctl_count,exe_whoami_count,exe_cut_count,exe_sort_count,exe_find_count,exe_tee_count,exe_head_count,exe_tr_count,exe_gawk_count,exe_wc_count,exe_uniq_count,exe_jq_count,exe_du_count,exe_cron_count,exe_mv_count,exe_shuf_count,exe_dpkg_count,exe_systemd_executor_count,exe_expr_count,exe_grep_count,exe_basename_count,exe_vmware_toolbox_cmd_count,exe_getopt_count,label_benign_count,label_malicious_count,label_ambiguous_count,label_unlabeled_count,window_label
81,1778299643.757000,1778299653.757000,parsed_events,231,1031,4.463203463203463,279,1.2077922077922079,39,39,75,156,5,1,21,21,1,1,1,41,6,0,0,0,108,0,138,0,0,0,0,0,0,137,18,39,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,156,37,36,0,0,2,0,0,0,0,0,0,0,145,15,0,0,2,0,0,0,1,6,14,12,5,6,0,5,6,0,0,0,0,2,0,1,3,0,0,1,2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,145,15,0,0,2,0,0,0,1,6,14,12,5,6,0,5,6,0,0,0,1,0,1,0,2,0,3,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231,unlabeled
82,1778299653.757000,1778299663.757000,parsed_events,636,2791,4.388364779874214,800,1.2578616352201257,51,51,514,122,14,1,24,23,1,1,1,53,6,0,0,0,12,9,186,0,6,0,0,0,0,130,58,51,355,4,1,0,12,11,0,7,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,581,46,4,0,0,5,0,0,0,0,0,0,0,123,17,360,91,4,0,2,3,2,5,0,0,0,0,0,0,0,0,0,5,6,2,4,0,1,0,0,1,2,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,123,17,360,91,4,0,2,3,2,5,0,0,0,0,0,0,0,0,0,5,0,6,0,0,2,4,1,0,0,1,2,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,unlabeled
83,1778299663.757000,1778299673.757000,parsed_events,208,977,4.697115384615385,295,1.4182692307692308,51,48,87,121,7,1,18,18,1,1,1,48,5,0,0,0,30,20,118,0,0,0,0,0,3,108,27,51,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,127,50,10,0,20,0,0,0,0,1,0,0,0,116,18,2,0,20,0,20,1,1,5,0,0,5,0,0,0,6,0,0,0,0,1,0,0,2,0,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,18,2,0,20,0,20,1,1,5,0,0,5,0,0,0,6,0,0,0,1,0,0,4,1,0,2,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208,unlabeled
84,1778299673.757000,1778299683.757000,parsed_events,583,2951,5.061749571183533,1107,1.8987993138936534,91,91,524,59,4,1,12,12,1,1,1,92,2,0,0,0,12,0,54,0,0,0,0,0,0,55,433,91,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,488,91,4,0,0,0,0,0,0,0,0,0,0,58,407,0,0,50,0,0,26,25,5,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,407,0,0,50,0,0,26,25,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,583,unlabeled
85,1778299683.757000,1778299693.757000,parsed_events,217,1022,4.709677419354839,320,1.4746543778801844,20,20,123,94,9,1,9,8,1,1,1,21,4,0,0,0,66,9,149,0,0,0,0,0,0,101,41,20,0,22,0,0,12,10,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,175,13,22,0,0,7,0,0,0,0,0,0,0,91,4,0,91,0,0,0,0,1,3,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91,4,0,91,0,0,0,0,1,3,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,unlabeled
86,1778299693.757000,1778299703.757000,parsed_events,214,964,4.5046728971962615,263,1.2289719626168225,45,45,83,131,5,1,24,24,1,1,1,46,4,0,0,0,99,0,117,0,6,0,0,0,0,110,23,45,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,136,41,33,0,0,4,0,0,0,0,0,0,0,119,19,6,0,2,0,0,1,0,7,23,12,5,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,119,19,6,0,2,0,0,1,0,7,23,12,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,214,unlabeled
87,1778299703.757000,1778299713.757000,parsed_events,88,400,4.545454545454546,114,1.2954545454545454,21,18,28,60,5,1,10,10,1,1,1,17,2,0,0,0,12,0,54,0,0,0,0,0,3,55,7,21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,63,18,4,0,0,0,0,0,2,1,0,0,0,58,7,2,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,2,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,unlabeled
88,1778299713.757000,1778299723.757000,parsed_events,1181,5504,4.660457239627434,1813,1.5351397121083827,137,137,1011,170,11,1,22,22,1,1,1,138,7,0,0,0,24,20,173,0,0,0,0,0,0,162,481,137,377,8,11,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,0,0,0,1016,137,8,0,20,0,0,0,0,0,0,0,0,174,442,379,0,72,0,22,27,26,6,0,0,0,0,0,0,6,0,0,5,6,2,2,0,2,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,174,442,379,0,72,0,22,27,26,6,0,0,0,0,0,0,6,0,0,5,1,6,0,0,2,2,2,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1181,unlabeled
89,1778299723.757000,1778299733.757000,parsed_events,212,1006,4.745283018867925,313,1.4764150943396226,49,49,102,110,8,1,16,16,1,1,1,51,5,0,0,0,18,20,121,0,0,0,0,0,0,110,33,49,0,6,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,137,49,6,0,20,0,0,0,0,0,0,0,0,116,19,0,0,22,0,22,2,2,5,0,0,0,6,0,5,0,0,0,5,0,1,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,19,0,0,22,0,22,2,2,5,0,0,0,6,0,5,0,0,0,5,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212,unlabeled
90,1778299733.757000,1778299743.757000,parsed_events,683,3428,5.019033674963397,1271,1.8609077598828696,103,100,588,95,5,1,13,13,1,1,1,101,4,0,0,0,24,0,83,0,0,0,0,0,3,84,487,103,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,572,102,8,0,0,0,0,0,0,1,0,0,0,87,462,2,0,50,0,0,27,27,5,0,0,0,6,0,5,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,462,2,0,50,0,0,27,27,5,0,0,0,6,0,5,0,0,0,0,0,0,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,unlabeled
91,1778299743.757000,1778299753.757000,parsed_events,292,1430,4.897260273972603,516,1.7671232876712328,37,34,223,69,5,1,20,20,1,1,1,34,5,0,0,0,12,0,240,0,0,0,0,0,3,61,15,37,0,4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,251,36,4,0,0,0,0,0,0,1,0,0,0,67,14,0,0,2,0,178,0,2,4,0,0,5,0,0,0,0,0,0,1,0,3,2,0,1,0,0,1,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4,0,0,0,0,67,14,0,0,2,0,178,0,2,4,0,0,5,0,0,0,0,0,0,1,0,0,0,4,3,2,1,0,0,1,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,292,unlabeled
94,1778299773.757000,1778299783.757000,parsed_events,136,625,4.595588235294118,175,1.286764705882353,70,61,108,23,13,5,23,41,3,3,2,56,23,116,113,36,72,0,0,13,0,0,0,0,9,0,0,70,1,24,0,12,0,1,11,0,5,0,0,2,0,0,2,0,0,0,0,2,2,2,0,1,1,0,0,131,0,1,0,1,0,0,2,1,0,0,0,0,68,24,33,0,0,1,5,0,2,2,1,0,0,2,2,0,0,0,0,5,4,0,0,0,0,0,59,0,0,5,0,1,0,0,0,0,0,0,0,3,2,4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,4,6,0,0,0,2,2,0,0,0,0,5,4,0,0,0,0,0,59,0,0,5,0,1,22,0,6,4,0,0,0,0,0,3,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,136,unlabeled
